LabVIEW Measurement,,
Writer_Version,2,
Reader_Version,2,
Separator,Tab,
Decimal_Separator,.,
Multi_Headings,Yes,
X_Columns,No,
Time_Pref,Absolute,
Operator,Student,
Date,10/17/2019,
Time,17:45.4,
***End_of_Header***,,
,,
Channels,1,
Samples,100,
Date,10/17/2019,
Time,17:45.4,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.00E+00,
Delta_X,0.1,
***End_of_Header***,,
X_Value,Voltage,Comment
,-0.039515,
,-0.039353,
,-0.041135,
,-0.039839,
,-0.040649,
,-0.042593,
,-0.043403,
,-0.041459,
,-0.041135,
,-0.038219,
,-0.040649,
,-0.044051,
,-0.037733,
,-0.040973,
,-0.042269,
,-0.041459,
,-0.040487,
,-0.041621,
,-0.040973,
,-0.037895,
,-0.042107,
,-0.041135,
,-0.039839,
,-0.042917,
,-0.041783,
,-0.039515,
,-0.040163,
,-0.042593,
,-0.042269,
,-0.041945,
,-0.040163,
,-0.040163,
,-0.043565,
,-0.040973,
,-0.041459,
,-0.040649,
,-0.040649,
,-0.043241,
,-0.039515,
,-0.041459,
,-0.040001,
,-0.041621,
,-0.040811,
,-0.041459,
,-0.042107,
,-0.040001,
,-0.040325,
,-0.041945,
,-0.042269,
,-0.040973,
,-0.041297,
,-0.038057,
,-0.040325,
,-0.042917,
,-0.040325,
,-0.042593,
,-0.040163,
,-0.039677,
,-0.039677,
,-0.040487,
,-0.039191,
,-0.039353,
,-0.044375,
,-0.040001,
,-0.042107,
,-0.041297,
,-0.041459,
,-0.040973,
,-0.040001,
,-0.040325,
,-0.038543,
,-0.039353,
,-0.042431,
,-0.037409,
,-0.040163,
,-0.041621,
,-0.042107,
,-0.042431,
,-0.040811,
,-0.039677,
,-0.038057,
,-0.039677,
,-0.039029,
,-0.039353,
,-0.041783,
,-0.041459,
,-0.043079,
,-0.040001,
,-0.041621,
,-0.038867,
,-0.039839,
,-0.041135,
,-0.040973,
,-0.039677,
,-0.040649,
,-0.041621,
,-0.039515,
,-0.041135,
,-0.040001,
,-0.043241,
