LabVIEW Measurement,,
Writer_Version,2,
Reader_Version,2,
Separator,Tab,
Decimal_Separator,.,
Multi_Headings,Yes,
X_Columns,No,
Time_Pref,Absolute,
Operator,Student,
Date,10/17/2019,
Time,02:20.5,
***End_of_Header***,,
,,
Channels,1,
Samples,100,
Date,10/17/2019,
Time,02:20.5,
Y_Unit_Label,Volts,
X_Dimension,Time,
X0,0.00E+00,
Delta_X,0.1,
***End_of_Header***,,
X_Value,Voltage,Comment
,1.276551,
,1.280116,
,1.277199,
,1.278334,
,1.279792,
,1.275741,
,1.278658,
,1.278172,
,1.278658,
,1.276875,
,1.27801,
,1.274769,
,1.278334,
,1.27801,
,1.280602,
,1.275741,
,1.279144,
,1.278334,
,1.279468,
,1.278658,
,1.276713,
,1.274445,
,1.277524,
,1.27801,
,1.279792,
,1.277686,
,1.276065,
,1.275417,
,1.278496,
,1.277361,
,1.279306,
,1.278334,
,1.276875,
,1.276713,
,1.277361,
,1.279792,
,1.27801,
,1.28044,
,1.275741,
,1.282384,
,1.277199,
,1.278334,
,1.278658,
,1.275741,
,1.278982,
,1.275255,
,1.281736,
,1.276713,
,1.279792,
,1.276389,
,1.276227,
,1.279792,
,1.27882,
,1.278658,
,1.278172,
,1.277848,
,1.280602,
,1.276713,
,1.277037,
,1.276065,
,1.27882,
,1.277848,
,1.278334,
,1.280116,
,1.276875,
,1.277686,
,1.279792,
,1.28044,
,1.279144,
,1.279306,
,1.279468,
,1.274607,
,1.279306,
,1.27801,
,1.275255,
,1.27801,
,1.27801,
,1.280764,
,1.278334,
,1.280116,
,1.278334,
,1.277037,
,1.276227,
,1.279144,
,1.27882,
,1.27882,
,1.278658,
,1.277361,
,1.279144,
,1.275903,
,1.279468,
,1.28125,
,1.279306,
,1.279468,
,1.278172,
,1.28125,
,1.276551,
,1.276713,
,1.277361,
,1.277037,
